2,996,547.64,465.66,46.30,52.28,0.79,-1,-1,-1
2,997,452.38,433.73,42.21,50.92,0.78,-1,-1,-1
2,998,500.20,218.57,21.03,27.47,0.79,-1,-1,-1
2,999,521.88,258.85,48.94,21.46,0.76,-1,-1,-1
2,1000,629.09,411.97,28.95,48.15,0.77,-1,-1,-1
2,1001,568.73,518.17,57.38,76.42,0.63,-1,-1,-1
2,1002,529.81,205.07,16.86,16.41,0.70,-1,-1,-1
2,1003,547.40,395.25,39.89,28.28,0.61,-1,-1,-1
2,1004,566.20,205.10,17.73,18.03,0.71,-1,-1,-1
2,642,549.10,518.23,98.52,75.93,0.74,-1,-1,-1
3,996,548.25,465.77,45.61,51.51,0.79,-1,-1,-1
3,997,451.31,435.24,42.89,51.75,0.79,-1,-1,-1
3,998,500.43,218.96,20.90,27.31,0.79,-1,-1,-1
3,999,519.39,259.22,48.65,21.32,0.74,-1,-1,-1
3,1000,629.83,411.53,28.33,47.07,0.77,-1,-1,-1
3,1001,569.49,518.47,57.30,76.30,0.75,-1,-1,-1
3,1002,530.01,205.10,16.71,16.27,0.71,-1,-1,-1
3,1003,544.61,390.95,46.40,33.06,0.58,-1,-1,-1
3,1004,566.59,205.38,17.66,17.96,0.59,-1,-1,-1
3,1005,669.15,563.74,17.60,34.25,0.56,-1,-1,-1
3,642,555.38,518.84,90.10,76.65,0.67,-1,-1,-1
4,996,548.67,466.05,45.29,51.15,0.79,-1,-1,-1
4,997,452.13,436.76,43.02,51.91,0.77,-1,-1,-1
4,998,500.72,219.52,20.64,27.00,0.79,-1,-1,-1
4,999,517.16,259.77,47.97,20.98,0.77,-1,-1,-1
4,1000,630.48,410.40,27.66,45.89,0.73,-1,-1,-1
4,1001,569.89,518.66,57.67,76.84,0.80,-1,-1,-1
4,1002,530.23,205.11,16.51,16.06,0.68,-1,-1,-1
4,1003,544.18,390.36,47.88,34.35,0.61,-1,-1,-1
4,1004,567.57,206.14,16.98,17.25,0.57,-1,-1,-1
4,1005,669.01,561.51,17.05,33.09,0.53,-1,-1,-1
4,642,559.40,519.14,84.53,77.17,0.48,-1,-1,-1
4,1006,552.42,431.59,40.14,38.91,0.54,-1,-1,-1
4,1007,667.13,567.90,20.18,39.62,0.60,-1,-1,-1
5,996,548.92,467.61,44.91,50.71,0.78,-1,-1,-1
5,997,451.96,439.49,43.14,52.02,0.81,-1,-1,-1
5,998,501.00,220.04,20.38,26.69,0.79,-1,-1,-1
5,999,513.50,259.76,48.74,21.26,0.77,-1,-1,-1
5,1000,631.11,409.98,27.29,45.18,0.80,-1,-1,-1
5,1001,570.21,518.67,57.51,76.67,0.79,-1,-1,-1
5,1002,530.25,204.88,16.54,16.06,0.65,-1,-1,-1
5,1003,543.49,388.71,49.66,36.01,0.65,-1,-1,-1
5,1004,567.79,206.52,16.83,17.03,0.49,-1,-1,-1
5,1005,669.03,557.90,16.10,31.13,0.57,-1,-1,-1
5,642,561.66,519.22,80.04,76.95,0.53,-1,-1,-1
5,1006,554.19,423.38,36.02,34.78,0.62,-1,-1,-1
5,1007,666.57,565.52,20.41,40.10,0.62,-1,-1,-1
5,1008,550.22,362.62,31.25,26.13,0.62,-1,-1,-1
5,1010,630.25,201.50,37.35,16.97,0.58,-1,-1,-1
6,996,548.72,467.91,45.45,51.35,0.79,-1,-1,-1
6,997,451.96,441.13,43.49,52.39,0.79,-1,-1,-1
6,998,501.31,220.74,19.94,26.16,0.77,-1,-1,-1
6,999,511.13,259.38,48.51,21.10,0.68,-1,-1,-1
6,1000,631.14,409.23,27.43,45.33,0.76,-1,-1,-1
6,1001,570.08,518.74,57.80,77.11,0.83,-1,-1,-1
6,1002,530.24,204.15,16.91,16.40,0.62,-1,-1,-1
6,1003,545.73,391.39,45.99,33.63,0.64,-1,-1,-1
6,1004,567.96,206.76,16.72,16.84,0.61,-1,-1,-1
6,1005,668.66,554.77,15.40,29.55,0.57,-1,-1,-1
6,642,562.68,519.12,77.29,77.39,0.59,-1,-1,-1
6,1006,551.76,421.16,41.11,39.71,0.65,-1,-1,-1
6,1007,666.43,566.16,18.97,37.25,0.59,-1,-1,-1
6,1008,550.34,362.64,30.79,25.75,0.54,-1,-1,-1
6,1010,629.89,201.46,38.06,17.32,0.63,-1,-1,-1
7,996,548.81,468.00,45.83,51.85,0.78,-1,-1,-1
7,997,451.68,442.24,44.42,53.50,0.80,-1,-1,-1
7,998,501.55,220.42,20.18,26.53,0.80,-1,-1,-1
7,999,505.79,257.25,51.73,22.45,0.70,-1,-1,-1
7,1000,631.73,407.94,27.38,45.13,0.13,-1,-1,-1
7,1001,570.47,518.81,57.78,77.13,0.82,-1,-1,-1
7,1002,530.49,204.42,16.72,16.21,0.57,-1,-1,-1
7,1003,547.07,392.91,44.08,32.54,0.68,-1,-1,-1
7,1004,568.33,207.00,16.65,16.66,0.51,-1,-1,-1
7,1005,668.10,553.31,15.31,29.09,0.56,-1,-1,-1
7,642,563.84,519.08,74.82,77.34,0.53,-1,-1,-1
7,1006,548.79,421.47,47.77,46.33,0.68,-1,-1,-1
7,1007,665.10,562.58,19.01,37.34,0.57,-1,-1,-1
7,1008,550.95,364.83,29.54,24.66,0.51,-1,-1,-1
7,1010,630.82,201.75,36.98,16.84,0.62,-1,-1,-1
7,1011,657.90,505.87,24.30,38.18,0.67,-1,-1,-1
8,996,549.02,467.84,46.15,52.27,0.78,-1,-1,-1
8,997,451.73,443.70,44.85,54.05,0.82,-1,-1,-1
8,998,502.21,220.50,20.18,26.57,0.81,-1,-1,-1
8,999,503.90,258.63,49.84,21.40,0.65,-1,-1,-1
8,1000,631.12,405.93,28.15,46.19,0.60,-1,-1,-1
8,1001,571.12,519.04,57.42,76.61,0.72,-1,-1,-1
