2,2030,950.24,571.64,94.49,132.25,0.89,-1,-1,-1
2,2031,823.88,761.79,125.82,144.29,0.91,-1,-1,-1
2,2032,630.35,614.04,105.37,91.93,0.88,-1,-1,-1
2,2033,628.94,512.43,83.27,77.20,0.83,-1,-1,-1
2,2034,729.57,441.37,52.17,55.91,0.84,-1,-1,-1
2,2035,782.95,487.94,65.75,51.81,0.83,-1,-1,-1
2,2036,794.05,415.04,44.89,38.20,0.74,-1,-1,-1
2,2037,1469.22,822.16,264.92,145.21,0.56,-1,-1,-1
3,2030,950.66,566.87,92.78,129.87,0.90,-1,-1,-1
3,2031,825.97,747.63,125.90,144.46,0.89,-1,-1,-1
3,2032,625.54,618.05,107.54,93.96,0.89,-1,-1,-1
3,2033,625.37,514.49,83.89,77.84,0.89,-1,-1,-1
3,2034,727.59,443.18,52.28,56.03,0.85,-1,-1,-1
3,2035,780.51,489.70,67.15,52.97,0.83,-1,-1,-1
3,2036,792.69,415.97,44.94,38.22,0.80,-1,-1,-1
3,2037,1443.91,814.36,258.27,141.74,0.59,-1,-1,-1
3,2038,1006.29,418.84,31.86,45.70,0.65,-1,-1,-1
4,2030,951.19,562.31,91.91,128.66,0.91,-1,-1,-1
4,2031,833.14,738.78,121.03,138.76,0.91,-1,-1,-1
4,2032,621.46,623.21,110.26,96.45,0.89,-1,-1,-1
4,2033,619.85,517.21,86.38,80.29,0.88,-1,-1,-1
4,2034,725.58,444.25,53.42,57.26,0.84,-1,-1,-1
4,2035,778.15,491.79,68.22,53.92,0.81,-1,-1,-1
4,2036,790.86,417.71,44.92,38.14,0.80,-1,-1,-1
4,2037,1411.92,805.11,254.09,139.82,0.52,-1,-1,-1
4,2038,1006.29,418.87,32.12,46.07,0.57,-1,-1,-1
5,2030,953.13,558.05,88.79,124.19,0.93,-1,-1,-1
5,2031,840.30,729.78,112.96,129.28,0.89,-1,-1,-1
5,2032,617.60,626.45,111.24,97.52,0.88,-1,-1,-1
5,2033,614.60,520.21,87.50,81.44,0.86,-1,-1,-1
5,2034,722.56,446.62,54.00,57.84,0.85,-1,-1,-1
5,2035,777.15,494.52,66.94,52.97,0.80,-1,-1,-1
5,2036,788.62,419.11,45.83,38.86,0.81,-1,-1,-1
5,2037,1385.40,797.34,242.05,133.36,0.54,-1,-1,-1
5,2038,1006.86,418.92,31.07,44.58,0.51,-1,-1,-1
5,2039,743.82,632.97,51.55,82.37,0.72,-1,-1,-1
6,2030,954.89,554.02,85.88,119.92,0.92,-1,-1,-1
6,2031,843.98,718.70,111.13,127.06,0.89,-1,-1,-1
6,2032,612.60,631.75,112.34,98.84,0.86,-1,-1,-1
6,2033,609.90,522.92,88.27,82.31,0.87,-1,-1,-1
6,2034,719.94,448.75,54.35,58.13,0.84,-1,-1,-1
6,2035,775.58,497.29,66.53,52.66,0.81,-1,-1,-1
6,2036,787.73,420.40,45.95,38.96,0.81,-1,-1,-1
6,2037,1354.47,788.80,238.37,131.82,0.63,-1,-1,-1
6,2038,1006.73,418.47,30.88,44.35,0.62,-1,-1,-1
6,2039,742.66,633.16,52.71,84.31,0.51,-1,-1,-1
7,2030,956.38,549.52,82.70,115.34,0.93,-1,-1,-1
7,2031,847.88,709.84,106.84,122.01,0.89,-1,-1,-1
7,2032,609.16,637.53,113.49,100.24,0.91,-1,-1,-1
7,2033,605.69,525.96,88.38,82.56,0.85,-1,-1,-1
7,2034,717.09,450.20,55.15,58.89,0.86,-1,-1,-1
7,2035,773.67,499.17,67.17,53.17,0.81,-1,-1,-1
7,2036,786.47,421.09,46.48,39.46,0.80,-1,-1,-1
7,2037,1322.43,781.43,237.45,131.95,0.54,-1,-1,-1
7,2038,1006.85,418.29,30.54,43.93,0.53,-1,-1,-1
7,2039,740.67,632.12,54.89,87.95,0.56,-1,-1,-1
8,2030,957.44,545.62,80.81,112.56,0.95,-1,-1,-1
8,2031,850.76,700.58,103.25,117.56,0.87,-1,-1,-1
8,2032,605.49,642.55,114.85,101.80,0.88,-1,-1,-1
8,2033,600.38,529.11,89.27,83.49,0.86,-1,-1,-1
8,2034,715.05,451.99,54.91,58.50,0.86,-1,-1,-1
8,2035,771.55,501.08,68.39,54.20,0.84,-1,-1,-1
8,2036,784.91,421.87,46.80,39.77,0.78,-1,-1,-1
8,2037,1292.43,772.39,240.38,134.73,0.55,-1,-1,-1
8,2038,1007.00,417.92,30.40,43.82,0.65,-1,-1,-1
8,2039,739.96,632.51,55.10,88.52,0.57,-1,-1,-1
9,2030,958.33,541.02,79.27,110.17,0.95,-1,-1,-1
9,2031,852.65,692.05,101.87,115.92,0.87,-1,-1,-1
9,2032,602.39,647.37,115.63,102.91,0.88,-1,-1,-1
9,2033,594.16,531.68,89.96,84.13,0.89,-1,-1,-1
9,2034,712.77,453.84,54.96,58.29,0.87,-1,-1,-1
9,2035,768.40,502.79,70.69,56.15,0.80,-1,-1,-1
9,2036,782.49,422.54,47.74,40.66,0.78,-1,-1,-1
9,2037,1272.38,765.20,228.56,128.69,0.77,-1,-1,-1
9,2038,1006.99,417.15,30.39,43.94,0.62,-1,-1,-1
9,2039,740.55,634.55,53.93,86.70,0.69,-1,-1,-1
10,2030,959.99,536.26,76.09,105.19,0.94,-1,-1,-1
10,2031,857.69,683.23,97.16,110.14,0.89,-1,-1,-1
10,2032,598.44,651.91,117.10,104.83,0.87,-1,-1,-1
10,2033,588.57,533.76,91.37,85.49,0.89,-1,-1,-1
10,2034,710.22,455.35,56.15,59.46,0.87,-1,-1,-1
10,2035,766.19,504.61,71.49,56.91,0.81,-1,-1,-1
10,2036,781.22,424.03,47.78,40.73,0.77,-1,-1,-1
10,2037,1249.21,753.47,228.13,129.76,0.54,-1,-1,-1
10,2038,1006.77,416.70,30.27,43.84,0.71,-1,-1,-1
10,2039,740.23,636.16,53.89,86.73,0.82,-1,-1,-1
11,2030,960.24,532.52,75.37,103.91,0.95,-1,-1,-1
11,2031,860.45,675.30,95.32,107.66,0.85,-1,-1,-1
11,2032,594.50,657.05,119.36,107.73,0.88,-1,-1,-1
11,2033,583.92,536.27,93.09,87.25,0.89,-1,-1,-1
11,2034,707.70,456.79,57.24,60.54,0.86,-1,-1,-1
11,2035,764.85,507.54,70.22,55.91,0.82,-1,-1,-1
11,2036,780.05,425.66,47.98,40.98,0.78,-1,-1,-1
11,2037,1225.88,747.08,222.28,127.56,0.74,-1,-1,-1
11,2038,1006.89,416.79,29.87,43.31,0.54,-1,-1,-1
11,2039,739.91,636.29,54.49,87.96,0.81,-1,-1,-1
12,2030,960.58,528.90,74.86,102.97,0.93,-1,-1,-1
12,2031,863.27,668.45,91.66,102.80,0.85,-1,-1,-1
12,2032,592.37,663.19,118.99,108.23,0.92,-1,-1,-1
12,2033,577.68,538.65,95.04,89.18,0.87,-1,-1,-1
12,2034,705.20,457.71,58.06,61.38,0.85,-1,-1,-1
12,2035,762.51,509.81,70.52,56.23,0.81,-1,-1,-1
12,2036,778.13,426.43,48.81,41.77,0.78,-1,-1,-1
12,2037,1209.76,741.35,212.36,122.85,0.68,-1,-1,-1
12,2038,1007.02,416.20,29.85,43.38,0.66,-1,-1,-1
12,2039,739.29,637.37,55.14,89.36,0.84,-1,-1,-1
13,2030,960.23,524.54,75.36,103.54,0.94,-1,-1,-1
13,2031,865.50,660.46,90.07,100.33,0.89,-1,-1,-1
